shop_id,time_since_last_purchase_by_december_customers,FIT O ORANGE 200MLs_sold,ORANGE BARLEY 1.5Ls_sold_by_LEMONADE 1.5Ls_sold,time_since_last_purchase_by_FIT O ORANGE 1Ls_sold,weekday_sales_by_NECTO 1.5Ls_sold,time_since_last_purchase_by_BOTTLED DRINKING WATER 1.5Ls_sold,BOTTLED DRINKING WATER 500MLs_sold,quantity_per_shop_by_LEMONADE 500MLs_sold,CREAM SODA 1.5Ls_sold_by_FIT O ORANGE 1Ls_sold,LEMONADE 1.5Ls_sold_by_BOTTLED DRINKING WATER 1.5Ls_sold,ORANGE BARLEY 1.5Ls_sold_by_FIT O ORANGE 1Ls_sold,quantity_per_shop_by_avg_customers_per_month,ORANGE BARLEY 1.5Ls_sold_by_BOTTLED DRINKING WATER 1.5Ls_sold,STRAWBERRY MILK 180MLs_sold_by_ORANGE CRUSH 1.5Ls_sold,FIT O MIXED FRUIT 1Ls_sold_by_GINGER BEER SUGAR FREE 500MLs_sold,november_customers,quantity_per_shop_by_NECTO 1.5Ls_sold,FIT O ORANGE 1Ls_sold,average_price_per_invoice_by_FIT O ORANGE 1Ls_sold,CREAM SODA 1.5Ls_sold_by_GINGER BEER 500MLs_sold,time_since_last_purchase_by_unique_customers,average_price_per_invoice_by_LEMONADE 500MLs_sold,time_since_last_purchase_by_FIT O MANGO 200MLs_sold,avg_customers_per_month_by_time_since_last_purchase,FIT O ORANGE 1Ls_sold_by_NECTO 1.5Ls_sold,STRAWBERRY MILK 180MLs_sold_by_LEMONADE 1.5Ls_sold,quantity_per_shop_by_ORANGE CRUSH 1.5Ls_sold,CREAM SODA 1.5Ls_sold_by_NECTO 500MLs_sold,came_more_than_once_by_CREAM SODA 1.5Ls_sold,avg_customers_per_month_by_FIT O MANGO 200MLs_sold,shop_profile
SHOP116,0.00705035957127701,325,1.8968253968253967,0.04870791269527946,2030.575,0.031223020958512475,622,94.14285714285714,2.0171428571428573,0.46153846153846156,1.3657142857142857,7.371364653243848,0.8754578754578755,8.291666666666666,0.8045977011494253,1649.0,32.95,175,1.6003104597543714,3.394230769230769,0.003801911115822438,4.000776149385929,0.05878541187361314,104.88175628734194,0.875,1.5793650793650793,274.5833333333333,9.54054054054054,2.4220963172804533,6.165517241379311,Moderate
SHOP005,0.007102046942207395,277,1.0533333333333332,0.03659098098485115,1150.9710144927535,0.09248269919248092,670,81.13698630136986,1.7391304347826086,1.6483516483516483,0.6869565217391305,6.5135630498533725,1.7362637362637363,3.784090909090909,0.7945205479452054,1615.0,17.168115942028987,230,1.1214468166482263,3.3333333333333335,0.0038202113601978043,3.533325586699891,0.10263323934775322,108.04911707730977,0.6666666666666666,2.22,67.30681818181819,17.391304347826086,2.055,11.089430894308943,Low
SHOP065,0.008446432315326019,231,2.1566265060240966,0.08167540682272802,2025.606936416185,0.17315186246418338,365,81.53448275862068,3.1226415094339623,1.66,1.6886792452830188,6.489935956084173,3.58,1.5454545454545454,0.8333333333333334,1412.0,27.335260115606935,106,2.5390307066222713,3.4842105263157896,0.005001498049225402,4.6402974983096685,0.1374221130668122,84.16503943957194,0.6127167630057804,1.8433734939759037,47.76767676767677,13.791666666666666,2.0422960725075527,11.566137566137565,Low
SHOP104,0.009528500564885417,227,2.6266666666666665,0.05480486566514632,1836.7080745341616,0.10207406230133502,333,95.35714285714286,1.8120805369127517,0.9375,1.3221476510067114,6.897244546498278,2.4625,4.923076923076923,0.7164179104477612,993.0,24.875776397515526,149,1.9492926847971408,4.285714285714286,0.005473140069776677,6.915347857970809,0.5103703115066751,71.10849876735435,0.9254658385093167,1.7066666666666668,154.03846153846155,13.5,1.8185185185185184,36.291666666666664,Moderate
SHOP091,0.005736520813854741,495,1.6517857142857142,0.031669924342149006,1242.766497461929,0.04879377878296213,784,102.71428571428571,2.0754716981132075,0.6511627906976745,0.6981132075471698,6.717533478667082,1.0755813953488371,2.4390243902439024,1.294871794871795,2108.0,18.248730964467004,265,1.0047032070963833,3.0054644808743167,0.003202033556150128,3.8035192840077365,0.07234939612646109,127.53404987824334,0.6725888324873096,1.7857142857142858,87.6829268292683,10.576923076923077,1.7854545454545454,9.227011494252872,High
SHOP015,0.008859092814316696,169,2.728,0.08929965556831229,1007.4662162162163,0.2626460457891538,242,78.96,5.76,3.676470588235294,3.41,6.443960826985855,10.029411764705882,1.6375,0.9591836734693877,1038.0,13.337837837837839,100,2.6365833333333337,6.0,0.006310929722142211,5.2731666666666674,0.1130375386940662,68.60795405845546,0.33783783783783783,1.048,49.35,19.2,0.953125,7.755274261603375,Low
SHOP062,0.004739958382671124,635,2.6315789473684212,0.03240852497358074,2503.1666666666665,0.03431490879555608,1038,54.25547445255474,1.4444444444444444,0.31932773109243695,0.7936507936507936,6.2409739714525605,0.8403361344537815,3.6785714285714284,1.2435897435897436,2345.0,41.294444444444444,252,0.8780309669880222,1.82,0.0026507459569433123,1.615064260445121,0.03460571310738282,145.83170570222626,1.4,2.710526315789474,132.73214285714286,3.9565217391304346,2.791208791208791,5.046610169491525,High
SHOP084,0.00520424568916252,357,2.252808988764045,0.03868726932400266,1564.123989218329,0.06467566398440139,757,89.28421052631579,2.6210045662100456,1.3587786259541985,1.8310502283105023,6.8810167658193615,3.0610687022900764,1.4935897435897436,0.8,2446.0,22.862533692722373,219,1.204675141844619,3.9047619047619047,0.002929637614784434,2.7770932217260165,0.053965044471061034,145.4901060384223,0.5902964959568733,1.3089887640449438,54.37179487179487,15.513513513513514,2.1463414634146343,7.8513800424628455,Low
SHOP032,0.010122332938553047,172,2.282051282051282,0.09087852759118506,1830.801282051282,0.2584358128374325,471,118.44117647058823,3.5274725274725274,2.4375,1.956043956043956,6.4916711445459425,5.5625,2.042372881355932,0.7647058823529411,1116.0,25.814102564102566,91,2.8759818861341704,4.28,0.005270838757678674,7.697480930535574,0.16215580413329098,75.01056627496494,0.5833333333333334,3.08974358974359,34.1271186440678,16.05,1.6853582554517135,12.163398692810459,Moderate
SHOP041,0.008923752694101133,191,3.041095890410959,0.0904586720465199,1166.111111111111,0.10877941575214418,370,99.75,3.9368421052631577,0.9240506329113924,2.336842105263158,6.518316831683168,2.810126582278481,1.9850746268656716,0.7945205479452054,1244.0,16.816091954022987,95,2.6672038678485093,4.986666666666666,0.005350917711344577,5.758735623763827,0.13860602974869984,78.35312124193726,0.36398467432950193,1.821917808219178,65.50746268656717,9.121951219512194,1.6363636363636365,10.860215053763442,Low
SHOP051,0.006480202734623216,272,1.0822784810126582,0.04027957594521062,3051.3309352517986,0.05389520725063393,704,72.07777777777778,1.8368421052631578,1.1126760563380282,0.9,7.307923394667668,1.204225352112676,2.0422535211267605,1.1604938271604939,1882.0,46.669064748201436,190,1.4388218999511162,2.492857142857143,0.0035186755998115027,3.037512899896801,0.06026078291015762,115.98756230493315,1.3669064748201438,0.9177215189873418,91.36619718309859,6.462962962962963,2.361031518624642,6.989501312335958,High
SHOP066,0.007832692730778688,100,2.436974789915966,0.07451455473970876,715.4423076923077,0.0725874541860956,273,117.34146341463415,3.690265486725664,1.0258620689655173,2.566371681415929,7.3375699034062025,2.5,1.4935064935064934,1.3404255319148937,1133.0,9.251923076923077,113,2.733982231010834,3.7567567567567566,0.005309044568466008,7.535121758639615,0.12203108239981289,77.86881237195162,0.2173076923076923,0.9663865546218487,62.48051948051948,13.9,1.3932853717026379,9.502415458937197,High
SHOP088,0.004764898113303262,557,1.4259259259259258,0.06538971785845636,3885.1898734177216,0.022059181928153954,1595,61.91150442477876,1.375,0.16265060240963855,0.6875,7.085752869682646,0.2319277108433735,4.0,1.037037037037037,1830.0,88.55696202531645,112,1.7304838842634571,0.6637931034482759,0.002752216610352166,1.7151698675885594,0.02370112750856671,134.81440934732754,1.4177215189873418,2.740740740740741,189.0810810810811,3.019607843137255,5.032467532467533,3.1952535059331177,High
SHOP006,0.0072294589884394425,403,3.3,0.11313126362990371,1662.8699551569507,0.13288434140655356,598,127.48837209302326,6.5675675675675675,0.9523809523809523,2.675675675675676,6.7181372549019605,3.142857142857143,2.3552631578947367,0.85,1580.0,24.582959641255606,74,3.5157376711430763,6.075,0.004119937750301611,6.050339248013667,0.0973455059141032,97.47108512020793,0.33183856502242154,2.9833333333333334,72.13157894736842,16.75862068965517,1.5534979423868314,9.488372093023257,Low
SHOP120,0.012190478843680498,147,3.4878048780487805,0.12314150368181605,1165.4521276595744,0.18881697231211794,339,208.1875,5.072463768115942,0.9111111111111111,2.072463768115942,6.7338274932614555,3.1777777777777776,1.4603174603174602,1.4,885.0,17.71808510638298,69,3.8382986696646055,4.117647058823529,0.007057112752529325,16.552663012928612,0.18471225552272408,58.218244143972576,0.3670212765957447,2.2439024390243905,52.87301587301587,12.068965517241379,1.2257142857142858,10.753623188405797,Low
SHOP036,0.008022620545956172,336,1.625,0.0446632457259948,1904.1542288557214,0.09865178451565886,425,66.08045977011494,1.6965174129353233,1.8461538461538463,1.3582089552238805,6.9995941558441555,3.0,3.0923076923076924,0.5583333333333333,1537.0,28.601990049751244,201,1.3233382636367712,2.1582278481012658,0.004488656195462478,3.0573677125401266,0.0816119308265905,91.48989113530328,1.0,1.1964285714285714,88.44615384615385,6.686274509803922,2.1436950146627565,7.466666666666667,Moderate
SHOP027,0.0077648216115245375,256,0.9504132231404959,0.0612362067999776,2367.7697841726617,0.065186929819331,468,141.61764705882354,2.9242424242424243,0.9758064516129032,0.8712121212121212,6.310615989515072,0.9274193548387096,2.5692307692307694,0.98,1503.0,34.64028776978417,132,1.8624991638236672,4.825,0.00420998921749846,7.230879106609531,0.13700303894232277,94.39355133775439,0.9496402877697842,1.3801652892561984,74.07692307692308,21.444444444444443,1.6295336787564767,12.932203389830509,Moderate
SHOP011,0.004737291219349223,332,1.701834862385321,0.03697146842926894,1800.3506097560976,0.0531464858670741,764,61.76712328767123,3.1869565217391305,1.3625,1.6130434782608696,6.724832214765101,2.31875,1.5106382978723405,1.2162162162162162,2718.0,27.49390243902439,230,1.141962702208846,3.3935185185185186,0.0026690011734877136,1.7989823390961275,0.061619114048781565,157.7009253436349,0.7012195121951219,0.9770642201834863,63.95744680851064,11.634920634920634,1.7503410641200545,9.717391304347826,High
SHOP077,0.004908962826395564,421,1.6626506024096386,0.02775939301506911,2096.081632653061,0.05311982613994706,710,66.15384615384616,2.1483870967741936,1.537037037037037,1.335483870967742,6.267206477732794,2.5555555555555554,1.490066225165563,1.7272727272727273,2257.0,31.591836734693878,310,0.8697331646835166,5.045454545454546,0.002871341953510652,2.3044212055717104,0.06060149179346073,143.5143400138217,1.2653061224489797,0.9036144578313253,51.258278145695364,11.68421052631579,1.6951951951951951,8.69718309859155,High
SHOP069,0.00804288275638974,154,1.3397435897435896,0.06428797381306046,1525.7818930041153,0.09985153379475348,311,99.77551020408163,4.239726027397261,1.6595744680851063,1.4315068493150684,6.147108130762782,2.223404255319149,2.189189189189189,1.5081967213114753,1431.0,20.11934156378601,146,1.809539035566433,4.210884353741497,0.0049141592548203284,5.391687738626514,0.15386957666732504,84.73573300529497,0.6008230452674898,1.0384615384615385,66.06756756756756,12.137254901960784,1.1195476575121164,13.03825136612022,Low
SHOP016,0.004975232981897537,444,1.1506024096385543,0.030184313109504757,3363.9306358381505,0.07449156171061265,455,104.57142857142857,1.2862453531598512,1.5229357798165137,0.7100371747211895,7.025326579578779,1.7522935779816513,3.0508474576271185,0.7441860465116279,2424.0,50.774566473988436,269,1.0217775611489706,1.9659090909090908,0.002626845754272656,3.272120999393727,0.08637851304741255,153.9898983027788,1.5549132947976878,1.0843373493975903,148.88135593220338,10.484848484848484,3.300578034682081,13.301418439716311,High
SHOP106,0.007464664137293833,340,1.7251908396946565,0.06897102897102897,2447.6013513513512,0.20863736263736263,644,229.82608695652175,3.28099173553719,3.275,1.8677685950413223,6.404684975767366,5.65,1.85,0.6162790697674418,1615.0,35.71621621621622,121,2.079542925197795,3.97,0.004074948489010989,10.940204084736225,0.15173626373626373,98.89567751676675,0.8175675675675675,1.4122137404580153,52.86,10.72972972972973,1.848866498740554,15.006060606060606,Low
SHOP031,0.0076349661600881415,517,1.6527777777777777,0.03781638168494361,2368.2926829268295,0.04911517865178652,743,71.09302325581395,1.2394366197183098,0.8780487804878049,1.1173708920187793,7.652065081351689,1.451219512195122,4.342105263157895,0.71875,1551.0,37.28048780487805,213,1.2920284319648245,1.4505494505494505,0.003927298536759137,3.20002390707567,0.05479516529859177,99.19441104048559,1.298780487804878,1.1458333333333333,160.89473684210526,6.439024390243903,2.5568181818181817,5.4353741496598635,Moderate
SHOP105,0.00799396154272092,239,3.19327731092437,0.07980526313237354,559.3822075782537,0.14174367630973808,292,76.86206896551724,3.5210084033613445,1.7761194029850746,3.19327731092437,6.543052837573385,5.6716417910447765,2.139784946236559,2.24,1058.0,7.344316309719934,119,2.401902218474009,9.522727272727273,0.00578721895962977,4.928040758593225,0.08959270106370237,71.74326568639366,0.19604612850082373,1.6722689075630253,47.935483870967744,23.27777777777778,1.4749403341288783,6.427672955974844,Low
SHOP118,0.006264670437837082,424,2.0661764705882355,0.05849587979379165,1394.8295454545455,0.12069403046060809,611,126.01785714285714,4.889570552147239,1.7215189873417722,1.7239263803680982,6.576887232059645,3.5569620253164556,2.230769230769231,0.8676470588235294,1926.0,20.048295454545453,163,1.6270950604009868,5.817518248175182,0.0037553479347727605,4.7360088365243005,0.04940325599164787,112.53479918748441,0.4630681818181818,1.7058823529411764,67.85576923076923,25.70967741935484,1.233375156838143,5.5595854922279795,Moderate
SHOP127,0.005987408886782986,583,2.4383561643835616,0.04021351064824919,2278.125,0.03456367857370179,1063,87.8170731707317,1.8846153846153846,0.6033057851239669,1.7115384615384615,7.841379310344827,1.4710743801652892,2.287671232876712,1.1688311688311688,1629.0,36.005,208,1.4091892518097338,2.165745856353591,0.003579122898945585,3.5745288338588366,0.06970341845696527,109.79056619013005,1.04,1.143835616438356,98.64383561643835,9.333333333333334,1.9260204081632653,7.652777777777778,High
SHOP095,0.009888161241324848,219,3.372549019607843,0.07019703656003587,1083.6134453781513,0.11131244368805687,291,117.7741935483871,3.3513513513513513,0.7285714285714285,1.5495495495495495,6.481065088757396,2.4571428571428573,1.0,1.6363636363636365,952.0,15.340336134453782,111,2.4774774774774775,5.904761904761905,0.005597608518795963,8.870967741935484,0.09739838822704976,72.2975687262044,0.46638655462184875,1.3725490196078431,52.15714285714286,15.5,1.3602150537634408,7.041666666666667,Low
SHOP060,0.006998571136966728,272,2.8461538461538463,0.06387584767866458,1718.3415841584158,0.03796394720524404,747,78.01470588235294,3.4365079365079363,0.30660377358490565,1.4682539682539681,6.5818858560794045,0.8726415094339622,1.8591549295774648,1.8333333333333333,1604.0,26.262376237623762,126,1.8985250980069632,2.8300653594771243,0.0040121419778224015,3.5178553286599614,0.08383705007824727,100.14466546112115,0.6237623762376238,2.0307692307692307,74.71830985915493,11.702702702702704,1.628175519630485,8.395833333333334,Low
SHOP067,0.009055014128430025,221,2.9473684210526314,0.07535613452642614,1640.95,0.13680036729412748,549,148.9375,3.4237288135593222,1.1692307692307693,1.8983050847457628,6.496138119036802,3.4461538461538463,2.769230769230769,1.0925925925925926,1329.0,23.83,118,2.217707683527335,6.8474576271186445,0.00484051381280255,8.177797083007048,0.14820039790197143,82.50840045561793,0.59,2.3684210526315788,73.32307692307693,16.16,1.561881188118812,12.227777777777778,Low
SHOP071,0.01166511248397249,158,1.6896551724137931,0.10484546883184913,2065.7476635514017,0.11602898550724637,395,124.4074074074074,3.1204819277108435,0.7733333333333333,1.180722891566265,5.751712328767123,1.3066666666666666,2.488888888888889,1.4545454545454546,1027.0,31.39252336448598,83,2.821285140562249,4.886792452830188,0.005650762281197063,8.672839506172838,0.11920786182251339,67.10966774918812,0.7757009345794392,1.9310344827586208,74.64444444444445,17.266666666666666,1.7567567567567568,8.0,Low
SHOP073,0.0073794062325525924,204,1.6470588235294117,0.05284892128223294,1885.9408602150538,0.09290284056982001,505,83.0,2.251497005988024,1.431578947368421,1.341317365269461,6.039179104477611,2.357894736842105,2.2916666666666665,1.0689655172413792,1743.0,29.00537634408602,167,1.4499203563316716,5.013333333333334,0.004099289295927961,3.7251799924213715,0.21013737747935476,101.21874330486948,0.8978494623655914,1.213235294117647,74.93055555555556,18.8,2.1382978723404253,21.269841269841272,Low
SHOP035,0.009314380896182374,336,2.0,0.060502978516941155,2589.951923076923,0.09799778210490469,284,77.31372549019608,1.7739130434782608,1.028169014084507,1.2695652173913043,7.671206225680934,2.056338028169014,5.230769230769231,0.7818181818181819,1011.0,37.91346153846154,115,2.468026380068393,1.7142857142857142,0.005448584596278961,5.565157523683631,0.13642828489114184,73.87347411565536,1.1057692307692308,2.7945205479452055,101.1025641025641,4.636363636363637,2.3872549019607843,10.07843137254902,Moderate
SHOP021,0.0070975689647189855,217,2.742857142857143,0.05049671677446565,1464.12,0.08524714552248502,468,84.98360655737704,2.7579617834394905,1.1290322580645162,1.8343949044585988,6.878372401592216,3.096774193548387,4.0181818181818185,0.6463414634146342,1468.0,20.736,157,1.826471250426686,4.865168539325842,0.004230514692417879,4.700917808475241,0.07340726419991765,95.06409396655083,0.628,2.104761904761905,94.25454545454545,18.041666666666668,1.5173210161662818,6.978395061728395,Low
SHOP103,0.013246911840683858,176,2.6263736263736264,0.08338457899716178,1811.0,0.21718774064377022,175,92.95238095238095,5.705357142857143,2.116279069767442,2.1339285714285716,6.801393728222997,5.558139534883721,5.074074074074074,2.303030303030303,1089.0,24.4,112,2.6598916918014806,6.264705882352941,0.006826807637194532,7.093044511470615,0.12793250476276877,61.462203942703155,0.7,1.5054945054945055,144.59259259259258,53.25,0.837245696400626,7.863013698630137,Moderate
SHOP053,0.0065254143559115825,335,1.6164383561643836,0.057843137254901957,2206.0393258426966,0.03931086997905958,654,73.82716049382717,3.1285714285714286,0.7087378640776699,1.6857142857142857,6.330275229357799,1.145631067961165,2.619718309859155,0.7903225806451613,1833.0,33.59550561797753,140,1.7987995939803167,2.789808917197452,0.0033504506477808334,3.1090363352746215,0.04907902554961378,116.65375302663438,0.7865168539325843,1.273972602739726,84.22535211267606,8.264150943396226,1.735159817351598,5.725252525252525,Moderate
SHOP085,0.008920283256566443,276,1.3733333333333333,0.07764524817237399,1631.3681592039802,0.0992133726647001,561,99.11764705882354,3.2695652173913046,1.6666666666666667,1.791304347826087,6.197384552513282,2.2888888888888888,2.4565217391304346,1.1607142857142858,1497.0,25.149253731343283,115,2.1947893282020736,4.043010752688172,0.0043642246040190655,4.949034759671343,0.11905604719764011,91.34819953749587,0.572139303482587,1.5066666666666666,54.94565217391305,11.393939393939394,1.946808510638298,10.875555555555556,Low
SHOP063,0.007497916850839419,224,1.3841059602649006,0.047080828144610974,1826.0091743119267,0.06101923121373922,595,80.01449275362319,1.9898477157360406,0.993421052631579,1.0609137055837563,6.273863636363636,1.375,1.0925925925925926,1.375,1613.0,25.325688073394495,197,1.3578383996018977,3.186991869918699,0.0042526011666613305,3.8767270249503456,0.10305470160542625,94.87949240020835,0.9036697247706422,0.7814569536423841,51.120370370370374,14.518518518518519,2.0280612244897958,9.777777777777779,High
SHOP048,0.009485995106724035,247,2.0652173913043477,0.06556719817767653,1980.8333333333333,0.06717950632958661,472,121.91428571428571,3.056,0.7540983606557377,1.52,6.494672754946728,1.5573770491803278,3.5510204081632653,0.8666666666666667,1093.0,28.446666666666665,125,2.111129476584022,3.70873786407767,0.0048843264435098725,7.539748130657221,0.14635535307517084,80.1620344635909,0.8333333333333334,1.891304347826087,87.08163265306122,14.692307692307692,1.4109947643979057,11.732142857142858,Moderate
SHOP055,0.011339608779185481,133,0.9361702127659575,0.091791148959933,1802.391304347826,0.31143425539977265,315,94.1470588235294,2.536842105263158,3.357142857142857,0.9263157894736842,5.798913043478261,3.142857142857143,2.0,2.0,1138.0,27.83478260869565,95,2.5399752645320874,3.4927536231884058,0.0063650796724041125,7.096989709722009,0.13015162912229306,63.301596958174905,0.8260869565217391,1.2127659574468086,56.1578947368421,13.38888888888889,1.954356846473029,8.238805970149254,Moderate
SHOP125,0.012095122555733836,311,1.0975609756097562,0.08144049187527448,6167.419354838709,0.09048943541697166,453,58.34426229508197,0.5333333333333333,0.5061728395061729,0.5,10.025352112676057,0.5555555555555556,11.11111111111111,0.2222222222222222,858.0,114.80645161290323,90,3.2182539682539684,0.3157894736842105,0.008207888318896645,4.74824355971897,0.1242312587927916,48.43345556514236,2.903225806451613,2.4390243902439024,395.44444444444446,2.1818181818181817,7.208333333333333,6.016949152542373,High
SHOP014,0.005842818823713042,475,1.587719298245614,0.07165140978553362,2426.791907514451,0.08598169174264035,744,77.7710843373494,2.9035087719298245,1.2,1.587719298245614,6.896367521367521,1.9052631578947368,3.135135135135135,0.5795454545454546,1808.0,37.3121387283237,114,2.156334584596376,4.1375,0.0035467914526925025,2.9617125619757454,0.13844509687374293,114.58987813868771,0.6589595375722543,2.0350877192982457,87.22972972972973,13.24,2.5347432024169185,15.864406779661017,Moderate
SHOP008,0.03990641711229947,7,0.38461538461538464,1.5506493506493508,944.2307692307693,0.6385026737967915,25,47.125,4.0,0.7647058823529411,0.7142857142857143,1.9947089947089947,0.29411764705882354,2.6666666666666665,1.0,0.0,29.0,7,39.00070372976777,4.0,0.05743145743145744,34.1256157635468,2.170909090909091,17.412060301507537,0.5384615384615384,0.6153846153846154,125.66666666666667,28.0,1.5,37.8,Moderate
